rate,conditioner,order,pass_hz,stop_hz,latency_samples,latency_ms,pass_error_db,stop_max_db,response16_db,response18_db,response20_db,group_min_ms,group_max_ms,before_main_energy_fraction,after_main_energy_fraction,before_input_energy,ringing_span_ms,max_pole_radius,filter_screen_pass
96000,fir65-p16000-s24000,64,16000,24000,32,0.3333333333333333,0.006987930185341225,-64.08583030881775,-0.006823830834857939,-0.26994534720271907,-6.019861132149046,0.33333333333272697,0.333333333334546,0.28503662767031845,0.28503662767031845,0.0,0.6666666666666666,0.0,True
96000,fir129-p16000-s24000,128,16000,24000,64,0.6666666666666666,0.0035528936898559186,-70.42070169039869,0.0017435878982014403,-0.006860719005809475,-6.022188790175188,0.6666666666657572,0.6666666666678793,0.28840356919966414,0.28840356919966414,0.0,1.3333333333333333,0.0,True
96000,iir-p18000-s19000,126,18000,19000,0,0.0,0.1000000000002447,-60.22500666729114,-9.836140158843585e-14,-0.1000000000002447,-135.0937264530756,0.6160115279786772,2.2783752083426707,0.20322671229433645,0.7158328515214198,0.0,7.708333333333334,0.9884840912217294,True
96000,fir17-p18000-s19000,16,18000,19000,8,0.08333333333333333,5.304210344611083,-6.79708852232876,-3.021733827912781,-5.304210344611083,-8.56052666831088,0.08333333333318174,0.0833333333336365,0.27763394360357435,0.27763394360357435,0.0,0.16666666666666666,0.0,False
96000,fir33-p18000-s19000,32,18000,19000,16,0.16666666666666666,4.650293289707116,-7.6388175166591346,-1.2514998205240693,-4.650293289707116,-11.7810890945648,0.16666666666636348,0.166666666667273,0.29352233786713267,0.29352233786713267,0.0,0.3333333333333333,0.0,False
96000,fir65-p18000-s19000,64,18000,19000,32,0.3333333333333333,3.515560240029012,-9.550486820788704,-0.04398849991462642,-3.515560240029012,-20.995060169791625,0.33333333333272697,0.333333333334546,0.3006444747295117,0.3006444747295117,0.0,0.6666666666666666,0.0,False
96000,fir129-p18000-s19000,128,18000,19000,64,0.6666666666666666,1.8397648818499344,-14.388977890161186,0.0024752094448825344,-1.8397648818499344,-60.400895192883056,0.6666666666657572,0.6666666666678793,0.30402442012859165,0.30402442012859165,0.0,1.3333333333333333,0.0,False
96000,iir-p18000-s20000,64,18000,20000,0,0.0,0.10000000000000472,-60.584751163385214,-7.638206424312459e-10,-0.10000000000000472,-60.584751163385214,0.30842802627874105,1.0016864168530142,0.25432791570526136,0.6231967364911924,0.0,4.0,0.9773358421829637,True
96000,fir17-p18000-s20000,16,18000,20000,8,0.08333333333333333,4.653187143193664,-7.645103925454,-2.5835852759571902,-4.653187143193664,-7.645103925454,0.08333333333321966,0.0833333333336365,0.2725452533267392,0.2725452533267391,0.0,0.16666666666666666,0.0,False
96000,fir33-p18000-s20000,32,18000,20000,16,0.16666666666666666,3.512841833606353,-9.549844179157263,-0.8102829605458293,-3.512841833606353,-9.549844179157263,0.16666666666636348,0.166666666667273,0.288339848519545,0.288339848519545,0.0,0.3333333333333333,0.0,False
