rate,candidate,fixture,relative_rms_error,peak_normalized_error,spectral_magnitude_relative_error,finite,reference_convergence_relative_rms,reference_qualified,python_wall_seconds
48000,vfd-ls32,sine4000,0.03172306990226504,0.04367502333913076,0.01943889700789552,True,0.0,True,0.016921900009037927
48000,vfd-ls32,sine8000,0.025585868726963862,0.03174244691040129,0.010525790613571607,True,0.0,True,0.01756600002408959
48000,vfd-ls32,sine12000,0.037207683798246835,0.05270599753801742,0.019459730383393124,True,0.0,True,0.014611999999033287
48000,vfd-ls32,sine16000,0.05272160471390839,0.07395740534494066,0.046924904508289705,True,0.0,True,0.017800100002205
48000,vfd-ls64,impulse,67.02161204637547,17.793659499903033,66.91016466698761,True,3.404323791289585e-05,True,0.016960300010396168
48000,vfd-ls64,broadband,81.03979551690567,126.76696522336665,81.04986787841148,True,2.569981371458344e-05,True,0.01567980000982061
48000,vfd-ls64,transient,1.0960539156661084,4.370675436250716,1.0929530189948595,True,5.7431358094888775e-08,True,0.014903899980708957
48000,vfd-ls64,multitone,0.016126337009761335,0.018936345177101993,0.01037966921559988,True,0.0,True,0.02220779997878708
48000,vfd-ls64,sine4000,0.011437448134634154,0.015942279901496187,0.0078065211889592956,True,0.0,True,0.03040819999296218
48000,vfd-ls64,sine8000,0.015878596389480883,0.022119407579210146,0.0065954860803761565,True,0.0,True,0.016545599995879456
48000,vfd-ls64,sine12000,0.01410652872890567,0.018207034107764024,0.011702393751721977,True,0.0,True,0.019261599984019995
48000,vfd-ls64,sine16000,0.021408626149065937,0.028533992087299852,0.013770480062084596,True,0.0,True,0.01742499999818392
48000,sinc129-noncausal-control,impulse,0.0585909855314907,0.0051594512285331245,0.035873711755002126,True,3.404323791289585e-05,True,0.0858689000015147
48000,sinc129-noncausal-control,broadband,0.05129307734948419,0.08801806345693455,0.037140694708390744,True,2.569981371458344e-05,True,0.07479529999545775
48000,sinc129-noncausal-control,transient,0.0010094592896303582,0.0013426795794610263,0.000542670599329586,True,5.7431358094888775e-08,True,0.08565989998169243
48000,sinc129-noncausal-control,multitone,2.2352248424803358e-06,2.4286682903528838e-06,1.918620642776245e-06,True,0.0,True,0.08006760000716895
48000,sinc129-noncausal-control,sine4000,6.479180602048734e-07,1.1590858206146885e-06,6.176228331379507e-07,True,0.0,True,0.09789699999964796
48000,sinc129-noncausal-control,sine8000,7.987437593477082e-07,1.4459869189610927e-06,7.161460429910307e-07,True,0.0,True,0.0747918999986723
48000,sinc129-noncausal-control,sine12000,1.7196391453694623e-06,2.0249928891023292e-06,1.5108956817821076e-06,True,0.0,True,0.07692170000518672
48000,sinc129-noncausal-control,sine16000,3.995511021416498e-06,5.566412066941106e-06,3.397566906634953e-06,True,0.0,True,0.07266979999258183
96000,lagrange3,impulse,0.38229730225347675,0.20822861447477822,0.35794249408667556,True,2.7950472319979926e-05,True,0.014760499994736165
