rate,delay_ms,mechanism,physical_range,magnitude_min_db,magnitude_max_db,ripple_db,valid_group_min_ms,valid_group_max_ms,reference_convergence
96000,0.0033692722371967652,M4,True,5.896633409599314,6.020599913279624,0.12396650368031015,0.0016846361185983826,0.003266189439152802,2.80626843679486e-07
96000,0.0033692722371967652,D0-frozen-mechanism,True,-300.0,-27.53005548019347,272.4699445198065,0.0016846361119493673,0.0016846361465157988,2.80626843679486e-07
96000,0.010107816711590296,M0,True,0.0,0.0,0.0,-0.0,-0.0,3.0747302729499285e-08
96000,0.010107816711590296,M1,True,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.010107816711590292,0.0101078167115903,3.0747302729499285e-08
96000,0.010107816711590296,M2,True,-1.9286549331065743e-15,0.04684077976336364,0.04684077976336557,0.010107816711590297,0.010227094729430064,3.0747302729499285e-08
96000,0.010107816711590296,M3,True,4.1366967804629855,6.020599913279624,1.8839031328166387,0.005053908355795147,0.00505390835579515,3.0747302729499285e-08
96000,0.010107816711590296,M4,True,4.149627565440495,6.020599913279624,1.8709723478391291,0.005053908355795148,0.005188307239462701,3.0747302729499285e-08
96000,0.010107816711590296,D0-frozen-mechanism,True,-300.0,-18.51461196724637,281.48538803275363,0.005053908341078708,0.005053908357104696,3.0747302729499285e-08
96000,0.02021563342318059,M0,True,0.0,0.0,0.0,-0.0,-0.0,6.118706925749651e-08
96000,0.02021563342318059,M1,True,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.020215633423180585,0.0202156334231806,6.118706925749651e-08
96000,0.02021563342318059,M2,True,-0.09473839532582733,0.0,0.09473839532582733,0.02021563342318059,0.020415401306376056,6.118706925749651e-08
96000,0.02021563342318059,M3,True,-4.550529357632523,6.020599913279624,10.571129270912147,0.01010781671159029,0.010107816711590301,6.118706925749651e-08
96000,0.02021563342318059,M4,True,-4.672366570013166,6.020599913279624,10.692966483292789,0.009067889388175935,0.010107816711590296,6.118706925749651e-08
96000,0.02021563342318059,D0-frozen-mechanism,True,-300.0,-14.377915186783385,285.6220848132166,0.010107816707486983,0.010107816714209392,6.118706925749651e-08
96000,0.03369272237196766,M0,True,0.0,0.0,0.0,-0.0,-0.0,2.2177789550633806e-07
96000,0.03369272237196766,M1,True,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.03369272237196765,0.03369272237196767,2.2177789550633806e-07
96000,0.03369272237196766,M2,True,-0.352681932749859,0.0,0.352681932749859,0.033243861972411665,0.03369272237196766,2.2177789550633806e-07
96000,0.03369272237196766,M3,True,-300.0,6.020599913279624,306.0205999132796,0.016846361182716423,0.016846361186336926,2.2177789550633806e-07
96000,0.03369272237196766,M4,True,-37.617561656524444,6.020599913279624,43.63816156980407,-2.5167565197552677,0.01684636118598383,2.2177789550633806e-07
96000,0.03369272237196766,D0-frozen-mechanism,True,-300.0,-13.979400086720375,286.0205999132796,0.01684636118270677,0.016846361186337016,2.2177789550633806e-07
96000,0.05,M0,False,0.0,0.0,0.0,-0.0,-0.0,1.9404107055898605e-07
96000,0.05,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.04999999999999998,0.05000000000000002,1.9404107055898605e-07
96000,0.05,M2,False,-0.3071845031625576,0.0,0.3071845031625576,0.049999999999999996,0.0504413024421282,1.9404107055898605e-07
96000,0.05,M3,False,-300.0,6.020599913279624,306.0205999132796,0.02499999999979481,0.02500000000123559,1.9404107055898605e-07
96000,0.05,M4,False,-51.88904036936328,6.020599913279624,57.909640282642904,-19.39631575040724,0.025016057457645426,1.9404107055898605e-07
96000,0.05,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.02499999999979403,0.025000000001230902,1.9404107055898605e-07
96000,0.1,M0,False,0.0,0.0,0.0,-0.0,-0.0,3.139397050921912e-07
96000,0.1,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.09999999999999996,0.10000000000000003,3.139397050921912e-07
96000,0.1,M2,False,-0.5066741925973856,0.0,0.5066741925973856,0.09999999999999999,0.10024413463561037,3.139397050921912e-07
96000,0.1,M3,False,-300.0,6.020599913279624,306.0205999132796,0.049999999999548676,0.050000000000481784,3.139397050921912e-07
96000,0.1,M4,False,-71.88239724061617,6.020599913279624,77.9029971538958,-392.5197340230161,0.05000000000000001,3.139397050921912e-07
96000,0.1,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.049999999999556476,0.05000000000049057,3.139397050921912e-07
96000,0.25,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.6694275892365673e-16
96000,0.25,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.24999999999999994,0.25000000000000006,2.6694275892365673e-16
96000,0.25,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.24999999999999994,0.25000000000000006,2.6694275892365673e-16
96000,0.25,M3,False,-300.0,6.020599913279624,306.0205999132796,0.1249999999991108,0.12500000000086384,2.6694275892365673e-16
96000,0.25,M4,False,-300.0,6.020599913279624,306.0205999132796,0.1249999999991108,0.1250000000008014,2.6694275892365673e-16
96000,0.25,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.12499999999910298,0.1250000000008814,2.6694275892365673e-16
96000,0.5,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.6696789614210203e-16
96000,0.5,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.4999999999999999,0.5000000000000001,2.6696789614210203e-16
96000,0.5,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.4999999999999999,0.5000000000000001,2.6696789614210203e-16
96000,0.5,M3,False,-300.0,6.020599913279624,306.0205999132796,0.24999999999955652,0.25000000000044476,2.6696789614210203e-16
96000,0.5,M4,False,-300.0,6.020599913279624,306.0205999132796,0.24999999999957603,0.2500000000004135,2.6696789614210203e-16
96000,0.5,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.2499999999995526,0.25000000000044464,2.6696789614210203e-16
96000,1.0,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.6697684443796035e-16
96000,1.0,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.9999999999999996,1.0000000000000002,2.6697684443796035e-16
96000,1.0,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,0.9999999999999996,1.0000000000000002,2.6697684443796035e-16
96000,1.0,M3,False,-300.0,6.020599913279624,306.0205999132796,0.4999999999998505,0.5000000000001446,2.6697684443796035e-16
96000,1.0,M4,False,-300.0,6.020599913279624,306.0205999132796,0.4999999999998373,0.5000000000001755,2.6697684443796035e-16
96000,1.0,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.4999999999997773,0.5000000000002227,2.6697684443796035e-16
96000,2.0,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.6694992992974724e-16
96000,2.0,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,1.9999999999999996,2.0000000000000004,2.6694992992974724e-16
96000,2.0,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,1.9999999999999996,2.0000000000000004,2.6694992992974724e-16
96000,2.0,M3,False,-300.0,6.020599913279624,306.0205999132796,0.9999999999998899,1.0000000000001108,2.6694992992974724e-16
96000,2.0,M4,False,-300.0,6.020599913279624,306.0205999132796,0.9999999999998881,1.0000000000001117,2.6694992992974724e-16
96000,2.0,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,0.9999999999998916,1.0000000000001108,2.6694992992974724e-16
96000,5.0,M0,False,0.0,0.0,0.0,-0.0,-0.0,2.669533034141531e-16
96000,5.0,M1,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,4.999999999999999,5.000000000000001,2.669533034141531e-16
96000,5.0,M2,False,-1.9286549331065743e-15,1.928654933106574e-15,3.857309866213148e-15,4.999999999999998,5.000000000000001,2.669533034141531e-16
96000,5.0,M3,False,-300.0,6.020599913279624,306.0205999132796,2.4999999999999565,2.5000000000000453,2.669533034141531e-16
96000,5.0,M4,False,-300.0,6.020599913279624,306.0205999132796,2.4999999999999565,2.5000000000000453,2.669533034141531e-16
96000,5.0,D0-frozen-mechanism,False,-300.0,-13.979400086720375,286.0205999132796,2.499999999999956,2.500000000000043,2.669533034141531e-16
