rate,candidate,frequency_hz,in_source_band,magnitude_error_db,phase_error_rad,group_delay_error_ns
96000,vfd-ls32,9600.0,True,1.6281265571045508e-06,1.1664298980091467e-07,0.01594855864770438
96000,vfd-ls32,12000.0,True,2.5485167700220782e-06,1.5806283570743688e-08,0.02066383286133738
96000,vfd-ls32,16000.0,True,4.898635212144401e-06,8.716455291505836e-08,0.034948674718212405
96000,vfd-ls32,18000.0,True,5.729973933974423e-06,8.073741736106131e-08,0.015675067577351202
96000,vfd-ls32,19200.0,True,6.690177305517488e-06,1.4152642567591736e-07,0.039725501064881756
96000,vfd-ls32,28800.0,False,14.538958909678321,2.2345165225313277,854389.6396645015
96000,vfd-ls32,38400.0,False,80.09329249087031,1.6137833063891531,154064.895628365
96000,vfd-ls32,43200.0,False,88.72083784216792,2.8314460575303753,151238.09378811193
96000,vfd-ls64,1000.0,True,1.2288559246609786e-07,4.087767083417736e-09,0.0006656475653473272
96000,vfd-ls64,2000.0,True,9.179941691916124e-08,1.6992840703550507e-08,0.004483677528376289
96000,vfd-ls64,4000.0,True,4.501831774661682e-07,8.621145554841319e-09,0.003676576966862074
96000,vfd-ls64,8000.0,True,1.1541766009452133e-06,1.7445934479075682e-08,0.0057403053990691885
96000,vfd-ls64,9600.0,True,1.6319032614752351e-06,4.628402530600592e-09,0.0046138044167127025
96000,vfd-ls64,12000.0,True,2.639852490841803e-06,1.7666193197676568e-08,0.005855556213671208
96000,vfd-ls64,16000.0,True,4.534027939893102e-06,6.054647093152933e-09,0.0054753392990134295
96000,vfd-ls64,18000.0,True,5.800282275584234e-06,1.105328532689336e-08,0.0065606224032772106
96000,vfd-ls64,19200.0,True,6.793148421789106e-06,1.2238361970596616e-08,0.004264322207742527
96000,vfd-ls64,28800.0,False,58.11833785987979,3.1355980865209343,351496.27340301924
96000,vfd-ls64,38400.0,False,81.21798611258087,3.136495019045308,257625.10278519033
96000,vfd-ls64,43200.0,False,79.07746075144625,1.8478409664079898,200117.02717113105
96000,sinc129-noncausal-control,1000.0,True,9.759592521348768e-06,6.985168756511912e-09,0.013787682123398912
96000,sinc129-noncausal-control,2000.0,True,9.80760405038411e-06,2.8988895794597798e-08,0.027696914342090553
96000,sinc129-noncausal-control,4000.0,True,9.870046787466922e-06,4.3518681388350956e-08,0.05637966695338104
96000,sinc129-noncausal-control,8000.0,True,1.0422627292275738e-05,1.1127300265423284e-07,0.1210981228929296
96000,sinc129-noncausal-control,9600.0,True,1.3265015593893174e-05,2.172439461120334e-07,0.10290711013701188
96000,sinc129-noncausal-control,12000.0,True,2.951921860889471e-06,3.5516044756292755e-07,1.164670302474663e-10
96000,sinc129-noncausal-control,16000.0,True,1.255949222613137e-05,2.692859551141234e-07,0.32660871735281943
96000,sinc129-noncausal-control,18000.0,True,8.303699231104036e-06,7.110389112877163e-07,5.759824041329242e-11
96000,sinc129-noncausal-control,19200.0,True,1.0432227764327121e-06,2.744336185662548e-07,0.5188483350574454
96000,sinc129-noncausal-control,28800.0,False,8.016935910434834e-06,8.075520214241364e-07,1.8807747326367699
96000,sinc129-noncausal-control,38400.0,False,0.0003274200736484605,1.842205039596222e-05,9.505218131198363
96000,sinc129-noncausal-control,43200.0,False,0.0014994209289788999,8.667247609018882e-05,125.54422902998172
